Epi_Year,Epi_Week,Region,Cases,Data_Source,Notes
2024,45,KAB SLEMAN,21,ewars_backfill,
2024,45,KOTA YOGYAKARTA,3,ewars_backfill,
2024,46,KAB BANTUL,25,ewars_backfill,
2024,46,KAB GUNUNG KIDUL,32,ewars_backfill,
2024,46,KAB KULON PROGO,37,ewars_backfill,
2024,46,KAB SLEMAN,45,ewars_backfill,
2024,46,KOTA YOGYAKARTA,5,ewars_backfill,
2024,47,KAB BANTUL,38,ewars_backfill,
2024,47,KAB GUNUNG KIDUL,23,ewars_backfill,
2024,47,KAB KULON PROGO,44,ewars_backfill,
2024,47,KAB SLEMAN,26,ewars_backfill,
2024,47,KOTA YOGYAKARTA,6,ewars_backfill,
2024,48,KAB BANTUL,37,ewars_backfill,
2024,48,KAB GUNUNG KIDUL,36,ewars_backfill,
2024,48,KAB KULON PROGO,51,ewars_backfill,
2024,48,KAB SLEMAN,34,ewars_backfill,
2024,48,KOTA YOGYAKARTA,9,ewars_backfill,
2024,49,KAB BANTUL,64,ewars_backfill,
2024,49,KAB GUNUNG KIDUL,45,ewars_backfill,
2024,49,KAB KULON PROGO,40,ewars_backfill,
2024,49,KAB SLEMAN,36,ewars_backfill,
2024,49,KOTA YOGYAKARTA,3,ewars_backfill,
2024,50,KAB BANTUL,57,ewars_backfill,
2024,50,KAB GUNUNG KIDUL,46,ewars_backfill,
2024,50,KAB KULON PROGO,68,ewars_backfill,
2024,50,KAB SLEMAN,53,ewars_backfill,
2024,50,KOTA YOGYAKARTA,9,ewars_backfill,
2024,51,KAB BANTUL,48,ewars_backfill,
2024,51,KAB GUNUNG KIDUL,42,ewars_backfill,
2024,51,KAB KULON PROGO,85,ewars_backfill,
2024,51,KAB SLEMAN,58,ewars_backfill,
2024,51,KOTA YOGYAKARTA,11,ewars_backfill,
2024,52,KAB BANTUL,0,ewars_backfill,
2024,52,KAB GUNUNG KIDUL,0,ewars_backfill,
2024,52,KAB KULON PROGO,0,ewars_backfill,
2024,52,KAB SLEMAN,0,ewars_backfill,
2024,52,KOTA YOGYAKARTA,0,ewars_backfill,
2025,1,KAB BANTUL,50,ewars_backfill,
2025,1,KAB GUNUNG KIDUL,52,ewars_backfill,
2025,1,KAB KULON PROGO,109,ewars_backfill,
2025,1,KAB SLEMAN,40,ewars_backfill,
2025,1,KOTA YOGYAKARTA,10,ewars_backfill,
2025,2,KAB BANTUL,38,ewars_backfill,
2025,2,KAB GUNUNG KIDUL,65,ewars_backfill,
2025,2,KAB KULON PROGO,133,ewars_backfill,
2025,2,KAB SLEMAN,64,ewars_backfill,
2025,2,KOTA YOGYAKARTA,19,ewars_backfill,
2025,3,KAB BANTUL,39,ewars_backfill,
2025,3,KAB GUNUNG KIDUL,73,ewars_backfill,
2025,3,KAB KULON PROGO,121,ewars_backfill,
2025,3,KAB SLEMAN,70,ewars_backfill,
2025,3,KOTA YOGYAKARTA,13,ewars_backfill,
2025,4,KAB BANTUL,56,ewars_backfill,
2025,4,KAB GUNUNG KIDUL,47,ewars_backfill,
2025,4,KAB KULON PROGO,105,ewars_backfill,
2025,4,KAB SLEMAN,61,ewars_backfill,
2025,4,KOTA YOGYAKARTA,15,ewars_backfill,
2025,5,KAB BANTUL,26,ewars_backfill,
2025,5,KAB GUNUNG KIDUL,30,ewars_backfill,
2025,5,KAB KULON PROGO,107,ewars_backfill,
2025,5,KAB SLEMAN,38,ewars_backfill,
2025,5,KOTA YOGYAKARTA,7,ewars_backfill,
2025,6,KAB BANTUL,38,ewars_backfill,
2025,6,KAB GUNUNG KIDUL,37,ewars_backfill,
2025,6,KAB KULON PROGO,118,ewars_backfill,
2025,6,KAB SLEMAN,79,ewars_backfill,
2025,6,KOTA YOGYAKARTA,5,ewars_backfill,
2025,7,KAB BANTUL,24,ewars_backfill,
2025,7,KAB GUNUNG KIDUL,44,ewars_backfill,
2025,7,KAB KULON PROGO,111,ewars_backfill,
2025,7,KAB SLEMAN,77,ewars_backfill,
2025,7,KOTA YOGYAKARTA,8,ewars_backfill,
2025,8,KAB BANTUL,36,ewars_backfill,
2025,8,KAB GUNUNG KIDUL,21,ewars_backfill,
2025,8,KAB KULON PROGO,66,ewars_backfill,
2025,8,KAB SLEMAN,54,ewars_backfill,
2025,8,KOTA YOGYAKARTA,6,ewars_backfill,
2025,9,KAB BANTUL,21,ewars_backfill,
2025,9,KAB GUNUNG KIDUL,29,ewars_backfill,
2025,9,KAB KULON PROGO,81,ewars_backfill,
2025,9,KAB SLEMAN,59,ewars_backfill,
2025,9,KOTA YOGYAKARTA,7,ewars_backfill,
2025,10,KAB BANTUL,22,ewars_backfill,
2025,10,KAB GUNUNG KIDUL,22,ewars_backfill,
2025,10,KAB KULON PROGO,78,ewars_backfill,
2025,10,KAB SLEMAN,49,ewars_backfill,
2025,10,KOTA YOGYAKARTA,2,ewars_backfill,
2025,11,KAB BANTUL,18,ewars_backfill,
2025,11,KAB GUNUNG KIDUL,21,ewars_backfill,
2025,11,KAB KULON PROGO,66,ewars_backfill,
2025,11,KAB SLEMAN,37,ewars_backfill,
2025,11,KOTA YOGYAKARTA,2,ewars_backfill,
2025,12,KAB BANTUL,12,ewars_backfill,
2025,12,KAB GUNUNG KIDUL,19,ewars_backfill,
2025,12,KAB KULON PROGO,68,ewars_backfill,
2025,12,KAB SLEMAN,31,ewars_backfill,
2025,12,KOTA YOGYAKARTA,2,ewars_backfill,
2025,13,KAB BANTUL,10,ewars_backfill,
2025,13,KAB GUNUNG KIDUL,13,ewars_backfill,
2025,13,KAB KULON PROGO,31,ewars_backfill,
2025,13,KAB SLEMAN,18,ewars_backfill,
2025,13,KOTA YOGYAKARTA,5,ewars_backfill,
2025,14,KAB BANTUL,12,ewars_backfill,
2025,14,KAB GUNUNG KIDUL,14,ewars_backfill,
2025,14,KAB KULON PROGO,38,ewars_backfill,
2025,14,KAB SLEMAN,20,ewars_backfill,
2025,14,KOTA YOGYAKARTA,4,ewars_backfill,
2025,15,KAB BANTUL,19,ewars_backfill,
2025,15,KAB GUNUNG KIDUL,16,ewars_backfill,
2025,15,KAB KULON PROGO,52,ewars_backfill,
2025,15,KAB SLEMAN,65,ewars_backfill,
2025,15,KOTA YOGYAKARTA,3,ewars_backfill,
2025,16,KAB BANTUL,16,ewars_backfill,
2025,16,KAB GUNUNG KIDUL,8,ewars_backfill,
2025,16,KAB KULON PROGO,48,ewars_backfill,
2025,16,KAB SLEMAN,48,ewars_backfill,
2025,16,KOTA YOGYAKARTA,4,ewars_backfill,
2025,17,KAB BANTUL,36,ewars_backfill,
2025,17,KAB GUNUNG KIDUL,16,ewars_backfill,
2025,17,KAB KULON PROGO,29,ewars_backfill,
2025,17,KAB SLEMAN,27,ewars_backfill,
2025,17,KOTA YOGYAKARTA,8,ewars_backfill,
2025,18,KAB BANTUL,18,ewars_backfill,
2025,18,KAB GUNUNG KIDUL,10,ewars_backfill,
2025,18,KAB KULON PROGO,52,ewars_backfill,
2025,18,KAB SLEMAN,21,ewars_backfill,
2025,18,KOTA YOGYAKARTA,3,ewars_backfill,
2025,19,KAB BANTUL,18,ewars_backfill,
2025,19,KAB GUNUNG KIDUL,17,ewars_backfill,
2025,19,KAB KULON PROGO,38,ewars_backfill,
2025,19,KAB SLEMAN,29,ewars_backfill,
2025,19,KOTA YOGYAKARTA,4,ewars_backfill,
2025,20,KAB BANTUL,14,ewars_backfill,
2025,20,KAB GUNUNG KIDUL,12,ewars_backfill,
2025,20,KAB KULON PROGO,30,ewars_backfill,
2025,20,KAB SLEMAN,23,ewars_backfill,
2025,20,KOTA YOGYAKARTA,3,ewars_backfill,
2025,21,KAB BANTUL,17,ewars_backfill,
2025,21,KAB GUNUNG KIDUL,17,ewars_backfill,
2025,21,KAB KULON PROGO,36,ewars_backfill,
2025,21,KAB SLEMAN,31,ewars_backfill,
2025,21,KOTA YOGYAKARTA,3,ewars_backfill,
2025,22,KAB BANTUL,16,ewars_backfill,
2025,22,KAB GUNUNG KIDUL,9,ewars_backfill,
2025,22,KAB KULON PROGO,49,ewars_backfill,
2025,22,KAB SLEMAN,28,ewars_backfill,
2025,22,KOTA YOGYAKARTA,7,ewars_backfill,
2025,23,KAB BANTUL,16,ewars_backfill,
2025,23,KAB GUNUNG KIDUL,16,ewars_backfill,
2025,23,KAB KULON PROGO,28,ewars_backfill,
2025,23,KAB SLEMAN,36,ewars_backfill,
2025,23,KOTA YOGYAKARTA,6,ewars_backfill,
2025,24,KAB BANTUL,16,ewars_backfill,
2025,24,KAB GUNUNG KIDUL,17,ewars_backfill,
2025,24,KAB KULON PROGO,27,ewars_backfill,
2025,24,KAB SLEMAN,44,ewars_backfill,
2025,24,KOTA YOGYAKARTA,10,ewars_backfill,
2025,25,KAB BANTUL,25,ewars_backfill,
2025,25,KAB GUNUNG KIDUL,14,ewars_backfill,
2025,25,KAB KULON PROGO,27,ewars_backfill,
2025,25,KAB SLEMAN,29,ewars_backfill,
2025,25,KOTA YOGYAKARTA,9,ewars_backfill,
2025,26,KAB BANTUL,15,ewars_backfill,
2025,26,KAB GUNUNG KIDUL,7,ewars_backfill,
2025,26,KAB KULON PROGO,18,ewars_backfill,
2025,26,KAB SLEMAN,32,ewars_backfill,
2025,26,KOTA YOGYAKARTA,11,ewars_backfill,
2025,27,KAB BANTUL,11,ewars_backfill,
2025,27,KAB GUNUNG KIDUL,16,ewars_backfill,
2025,27,KAB KULON PROGO,26,ewars_backfill,
2025,27,KAB SLEMAN,33,ewars_backfill,
2025,27,KOTA YOGYAKARTA,6,ewars_backfill,
2025,28,KAB BANTUL,7,ewars_backfill,
2025,28,KAB GUNUNG KIDUL,12,ewars_backfill,
2025,28,KAB KULON PROGO,20,ewars_backfill,
2025,28,KAB SLEMAN,31,ewars_backfill,
2025,28,KOTA YOGYAKARTA,6,ewars_backfill,
2025,29,KAB BANTUL,19,ewars_backfill,
2025,29,KAB GUNUNG KIDUL,6,ewars_backfill,
2025,29,KAB KULON PROGO,18,ewars_backfill,
2025,29,KAB SLEMAN,40,ewars_backfill,
2025,29,KOTA YOGYAKARTA,5,ewars_backfill,
2025,30,KAB BANTUL,18,ewars_backfill,
2025,30,KAB GUNUNG KIDUL,3,ewars_backfill,
2025,30,KAB KULON PROGO,22,ewars_backfill,
2025,30,KAB SLEMAN,35,ewars_backfill,
2025,30,KOTA YOGYAKARTA,6,ewars_backfill,
2025,31,KAB BANTUL,7,ewars_backfill,
2025,31,KAB GUNUNG KIDUL,4,ewars_backfill,
2025,31,KAB KULON PROGO,18,ewars_backfill,
2025,31,KAB SLEMAN,28,ewars_backfill,
2025,31,KOTA YOGYAKARTA,7,ewars_backfill,
2025,32,KAB BANTUL,16,ewars_backfill,
2025,32,KAB GUNUNG KIDUL,6,ewars_backfill,
2025,32,KAB KULON PROGO,22,ewars_backfill,
2025,32,KAB SLEMAN,22,ewars_backfill,
2025,32,KOTA YOGYAKARTA,3,ewars_backfill,
2025,33,KAB BANTUL,8,ewars_backfill,
2025,33,KAB GUNUNG KIDUL,7,ewars_backfill,
2025,33,KAB KULON PROGO,16,ewars_backfill,
2025,33,KAB SLEMAN,32,ewars_backfill,
2025,33,KOTA YOGYAKARTA,6,ewars_backfill,
2025,34,KAB BANTUL,10,ewars_backfill,
2025,34,KAB GUNUNG KIDUL,6,ewars_backfill,
2025,34,KAB KULON PROGO,19,ewars_backfill,
2025,34,KAB SLEMAN,26,ewars_backfill,
2025,34,KOTA YOGYAKARTA,5,ewars_backfill,
2025,35,KAB BANTUL,8,ewars_backfill,
2025,35,KAB GUNUNG KIDUL,6,ewars_backfill,
2025,35,KAB KULON PROGO,17,ewars_backfill,
2025,35,KAB SLEMAN,23,ewars_backfill,
2025,35,KOTA YOGYAKARTA,3,ewars_backfill,
2025,36,KAB BANTUL,7,ewars_backfill,
2025,36,KAB GUNUNG KIDUL,17,ewars_backfill,
2025,36,KAB KULON PROGO,15,ewars_backfill,
2025,36,KAB SLEMAN,31,ewars_backfill,
2025,36,KOTA YOGYAKARTA,5,ewars_backfill,
2025,37,KAB BANTUL,13,ewars_backfill,
2025,37,KAB GUNUNG KIDUL,10,ewars_backfill,
2025,37,KAB KULON PROGO,12,ewars_backfill,
2025,37,KAB SLEMAN,19,ewars_backfill,
2025,37,KOTA YOGYAKARTA,4,ewars_backfill,
2025,38,KAB BANTUL,18,ewars_backfill,
2025,38,KAB GUNUNG KIDUL,18,ewars_backfill,
2025,38,KAB KULON PROGO,10,ewars_backfill,
2025,38,KAB SLEMAN,28,ewars_backfill,
2025,38,KOTA YOGYAKARTA,6,ewars_backfill,
2025,39,KAB BANTUL,13,ewars_backfill,
2025,39,KAB GUNUNG KIDUL,6,ewars_backfill,
2025,39,KAB KULON PROGO,10,ewars_backfill,
2025,39,KAB SLEMAN,29,ewars_backfill,
2025,39,KOTA YOGYAKARTA,1,ewars_backfill,
2025,40,KAB BANTUL,5,ewars_backfill,
2025,40,KAB GUNUNG KIDUL,13,ewars_backfill,
2025,40,KAB KULON PROGO,11,ewars_backfill,
2025,40,KAB SLEMAN,23,ewars_backfill,
2025,40,KOTA YOGYAKARTA,2,ewars_backfill,
2025,41,KAB BANTUL,20,ewars_backfill,
2025,41,KAB GUNUNG KIDUL,8,ewars_backfill,
2025,41,KAB KULON PROGO,16,ewars_backfill,
2025,41,KAB SLEMAN,32,ewars_backfill,
2025,41,KOTA YOGYAKARTA,2,ewars_backfill,
2025,42,KAB BANTUL,17,ewars_backfill,
2025,42,KAB GUNUNG KIDUL,9,ewars_backfill,
2025,42,KAB KULON PROGO,12,ewars_backfill,
2025,42,KAB SLEMAN,18,ewars_backfill,
2025,42,KOTA YOGYAKARTA,1,ewars_backfill,
2025,43,KAB BANTUL,16,ewars_backfill,
2025,43,KAB GUNUNG KIDUL,14,ewars_backfill,
2025,43,KAB KULON PROGO,22,ewars_backfill,
2025,43,KAB SLEMAN,16,ewars_backfill,
2025,43,KOTA YOGYAKARTA,1,ewars_backfill,
2025,44,KAB BANTUL,26,ewars_backfill,
2025,44,KAB GUNUNG KIDUL,17,ewars_backfill,
2025,44,KAB KULON PROGO,12,ewars_backfill,
2025,44,KAB SLEMAN,22,ewars_backfill,
2025,44,KOTA YOGYAKARTA,5,ewars_backfill,
2025,45,KAB BANTUL,14,ewars_backfill,
2025,45,KAB GUNUNG KIDUL,19,ewars_backfill,
2025,45,KAB KULON PROGO,8,ewars_backfill,
2025,45,KAB SLEMAN,23,ewars_backfill,
2025,45,KOTA YOGYAKARTA,0,ewars_backfill,
2025,46,KAB BANTUL,12,ewars_backfill,
2025,46,KAB GUNUNG KIDUL,24,ewars_backfill,
2025,46,KAB KULON PROGO,12,ewars_backfill,
2025,46,KAB SLEMAN,13,ewars_backfill,
2025,46,KOTA YOGYAKARTA,2,ewars_backfill,
2025,47,KAB BANTUL,14,ewars_backfill,
2025,47,KAB GUNUNG KIDUL,14,ewars_backfill,
2025,47,KAB KULON PROGO,9,ewars_backfill,
2025,47,KAB SLEMAN,14,ewars_backfill,
2025,47,KOTA YOGYAKARTA,7,ewars_backfill,
2025,48,KAB BANTUL,6,ewars_backfill,
2025,48,KAB GUNUNG KIDUL,21,ewars_backfill,
2025,48,KAB KULON PROGO,8,ewars_backfill,
2025,48,KAB SLEMAN,15,ewars_backfill,
2025,48,KOTA YOGYAKARTA,4,ewars_backfill,
2025,49,KAB BANTUL,8,ewars_backfill,
2025,49,KAB GUNUNG KIDUL,5,ewars_backfill,
2025,49,KAB KULON PROGO,9,ewars_backfill,
2025,49,KAB SLEMAN,10,ewars_backfill,
2025,49,KOTA YOGYAKARTA,3,ewars_backfill,
2025,50,KAB BANTUL,8,ewars_backfill,
2025,50,KAB GUNUNG KIDUL,10,ewars_backfill,
2025,50,KAB KULON PROGO,14,ewars_backfill,
2025,50,KAB SLEMAN,18,ewars_backfill,
2025,50,KOTA YOGYAKARTA,2,ewars_backfill,
2025,51,KAB BANTUL,8,ewars_backfill,
2025,51,KAB GUNUNG KIDUL,13,ewars_backfill,
2025,51,KAB KULON PROGO,12,ewars_backfill,
2025,51,KAB SLEMAN,24,ewars_backfill,
2025,51,KOTA YOGYAKARTA,0,ewars_backfill,
2025,52,KAB BANTUL,6,ewars_backfill,
2025,52,KAB GUNUNG KIDUL,4,ewars_backfill,
2025,52,KAB KULON PROGO,9,ewars_backfill,
2025,52,KAB SLEMAN,12,ewars_backfill,
2025,52,KOTA YOGYAKARTA,1,ewars_backfill,
